"customerkey","geographykey","fullname","gender","birthdate","yearlyincome","datefirstpurchase","city","state","region","postalcode"
11263,612,"TrinityRichardson","F","1970-03-11","90000.00","2020-08-29","Burien","Washington","United States","98168"
11264,618,"EduardoMartin","M","1969-12-15","90000.00","2022-01-02","Issaquah","Washington","United States","98027"
11265,623,"ElizabethJones","F","1970-01-10","90000.00","2022-01-03","Kirkland","Washington","United States","98033"
11266,632,"TaylorHoward","F","1969-11-02","90000.00","2020-09-10","Port Orchard","Washington","United States","98366"
11267,302,"DavidDiaz","M","1975-09-29","120000.00","2020-09-17","Burlingame","California","United States","94010"
11268,312,"KatelynCarter","F","1969-10-31","130000.00","2022-05-29","Coronado","California","United States","92118"
11269,314,"RyanFoster","M","1975-10-10","130000.00","2022-08-22","Daly City","California","United States","94015"
11270,334,"RobertLee","M","1975-05-01","130000.00","2020-09-10","Lakewood","California","United States","90712"
11271,360,"DanielleReed","F","1969-12-03","150000.00","2020-09-27","San Francisco","California","United States","94109"
11272,300,"LaurenMartinez","F","1962-05-10","70000.00","2020-09-19","Beverly Hills","California","United States","90210"
11273,331,"NathanLal","M","1962-03-31","90000.00","2022-05-14","La Jolla","California","United States","92806"
11274,609,"KyleFoster","M","1939-10-10","50000.00","2020-08-29","Bellingham","Washington","United States","98225"
11275,310,"JennyRai","F","1939-07-18","80000.00","2020-08-30","Colma","California","United States","94014"
11276,49,"NancyChapman","F","1974-09-15","80000.00","2022-01-29","Cliffside","British Columbia","Canada","V8Y 1L1"
11277,62,"CharlesJackson","M","1968-12-07","80000.00","2022-02-02","Royal Oak","British Columbia","Canada","V8X"
11278,614,"JonathanPhillips","M","1969-02-16","90000.00","2020-09-16","Edmonds","Washington","United States","98020"
11279,616,"AmandaCook","F","1974-09-08","90000.00","2022-03-03","Everett","Washington","United States","98201"
11280,626,"RobertCollins","M","1969-02-17","90000.00","2022-07-01","Lynnwood","Washington","United States","98036"
11281,301,"MeganBarnes","F","1974-10-06","110000.00","2020-09-13","Burbank","California","United States","91502"
11282,612,"ChristianThomas","M","1967-07-16","90000.00","2020-08-31","Burien","Washington","United States","98168"
11283,299,"ArturoLal","M","1968-04-24","110000.00","2022-05-29","Berkeley","California","United States","94704"
11284,307,"TheresaSerrano","F","1967-09-24","110000.00","2022-02-06","Chula Vista","California","United States","91910"
11285,322,"JeremyAnderson","M","1973-03-15","120000.00","2022-07-27","Fremont","California","United States","94536"
11286,374,"HunterGriffin","M","1967-08-31","170000.00","2020-09-21","Torrance","California","United States","90505"
11287,49,"HenryGarcia","M","1966-07-16","70000.00","2022-01-29","Cliffside","British Columbia","Canada","V8Y 1L1"
11288,301,"CindySanchez","F","1978-03-12","110000.00","2022-03-05","Burbank","California","United States","91502"
11289,315,"MariaCarter","F","1972-03-03","130000.00","2020-09-08","Downey","California","United States","90241"
11290,334,"KatelynSanchez","F","1972-08-14","130000.00","2020-09-20","Lakewood","California","United States","90712"
11291,335,"JennaWright","F","1972-05-01","130000.00","2020-09-04","Lemon Grove","California","United States","91945"
11292,361,"SethPhillips","M","1967-05-05","150000.00","2020-09-15","San Gabriel","California","United States","91776"
11293,632,"LukeLong","M","1960-11-23","60000.00","2022-02-24","Port Orchard","Washington","United States","98366"
11294,618,"DaltonClark","M","1961-03-02","60000.00","2022-09-25","Issaquah","Washington","United States","98027"
11295,311,"TaylorLewis","F","1959-11-13","80000.00","2020-09-25","Concord","California","United States","94519"
11296,616,"HaleyRichardson","F","1941-04-05","50000.00","2020-09-01","Everett","Washington","United States","98201"
11297,301,"NoahColeman","M","1940-08-01","70000.00","2020-09-26","Burbank","California","United States","91502"
11298,307,"JonLuo","M","1940-08-30","70000.00","2020-09-12","Chula Vista","California","United States","91910"
11299,301,"OrlandoVazquez","M","1941-09-29","70000.00","2020-09-26","Burbank","California","United States","91502"
11300,54,"FernandoBarnes","M","1965-08-31","80000.00","2022-01-31","N. Vancouver","British Columbia","Canada","V7L 4J4"
11301,607,"CameronRodriguez","M","1965-12-07","80000.00","2022-06-09","Ballard","Washington","United States","98107"
11302,539,"SpencerRussell","M","1971-12-09","90000.00","2020-09-06","Corvallis","Oregon","United States","97330"
11303,614,"JuliaColeman","F","1966-04-10","90000.00","2020-09-02","Edmonds","Washington","United States","98020"
11304,547,"JuliaGarcia","F","1971-03-14","100000.00","2022-03-20","Portland","Oregon","United States","97205"
11305,307,"SeanEvans","M","1965-12-17","110000.00","2022-03-25","Chula Vista","California","United States","91910"
11306,312,"MicahZhou","M","1965-12-20","110000.00","2022-06-30","Coronado","California","United States","92118"
11307,314,"HunterRodriguez","M","1965-10-31","80000.00","2020-09-04","Daly City","California","United States","94015"
11308,546,"IanGonzales","M","1959-09-02","60000.00","2022-09-07","Oregon City","Oregon","United States","97045"
11309,536,"VictoriaLewis","F","1959-12-10","60000.00","2022-07-09","Beaverton","Oregon","United States","97005"
11310,360,"ErinSanders","F","1964-07-05","70000.00","2022-08-12","San Francisco","California","United States","94109"
11311,626,"GabrielleLopez","F","1959-02-21","70000.00","2022-04-18","Lynnwood","Washington","United States","98036"
11312,626,"SaraRichardson","F","1958-10-01","70000.00","2022-05-17","Lynnwood","Washington","United States","98036"
11313,632,"TrevorJenkins","M","1958-08-27","70000.00","2022-05-07","Port Orchard","Washington","United States","98366"
11314,618,"MyaFlores","F","1970-06-16","70000.00","2022-02-25","Issaquah","Washington","United States","98027"
11315,632,"HaileyWard","F","1959-03-31","70000.00","2022-05-20","Port Orchard","Washington","United States","98366"
11316,51,"LukeAllen","M","1959-05-17","60000.00","2022-01-12","Langford","British Columbia","Canada","V9"
11317,548,"VictoriaRussell","F","1963-09-14","40000.00","2020-09-01","Salem","Oregon","United States","97301"
11318,614,"JessicaWilson","F","1958-04-25","40000.00","2022-10-17","Edmonds","Washington","United States","98020"
11319,348,"JadeBailey","F","1948-04-23","70000.00","2020-09-09","Oakland","California","United States","94611"
11320,325,"MorganHill","F","1942-12-24","80000.00","2022-06-15","Glendale","California","United States","91203"
11321,612,"TerranceRaman","M","1944-01-05","90000.00","2022-02-23","Burien","Washington","United States","98168"
11322,611,"SydneyGarcia","F","1943-09-12","90000.00","2022-03-24","Bremerton","Washington","United States","98312"
11323,314,"JosePatterson","M","1943-12-18","120000.00","2020-09-10","Daly City","California","United States","94015"
11324,325,"ZacharyAnderson","M","1944-11-10","90000.00","2020-09-26","Glendale","California","United States","91203"
11325,637,"ElijahRoss","M","1944-12-29","90000.00","2020-09-19","Seattle","Washington","United States","98104"
11326,300,"RafaelXie","M","1944-12-23","130000.00","2020-09-15","Beverly Hills","California","United States","90210"
11327,301,"JaimeMoreno","M","1945-09-01","90000.00","2020-09-26","Burbank","California","United States","91502"
11328,55,"JulianGriffin","M","1945-06-30","90000.00","2022-01-05","Newton","British Columbia","Canada","V2L3W8"
11329,311,"AndyAlvarez","M","1946-01-22","90000.00","2020-09-25","Concord","California","United States","94519"
11330,59,"RyanThompson","M","1945-11-10","110000.00","2022-02-12","Oak Bay","British Columbia","Canada","V8P"
11331,63,"SamanthaJenkins","F","1974-01-03","90000.00","2022-02-07","Shawnee","British Columbia","Canada","V8Z 4N5"
11332,153,"DeannaRamos","F","1968-04-02","10000.00","2020-10-15","Berlin","Nordrhein-Westfalen","Germany","14197"
11333,261,"EmilyMiller","F","1968-01-07","20000.00","2020-03-21","Newcastle upon Tyne","England","United Kingdom","NT20"
11334,269,"NicoleBrown","F","1966-09-19","10000.00","2020-03-04","Stoke-on-Trent","England","United Kingdom","AS23"
11335,120,"CarlaRaman","F","1977-12-18","10000.00","2020-10-23","Hof","Bayern","Germany","95010"
11336,204,"ShaunRaji","M","1973-03-08","20000.00","2021-09-27","Paris","Seine (Paris)","France","75019"
11337,273,"JeromeRomero","M","1967-03-21","10000.00","2020-03-09","Watford","England","United Kingdom","WA3"
11338,154,"FrankNavarro","M","1972-08-06","20000.00","2020-10-11","Bonn","Nordrhein-Westfalen","Germany","53131"
11339,202,"DennisShe","M","1967-01-05","20000.00","2021-10-07","Paris","Seine (Paris)","France","75016"
11340,192,"MelodyMunoz","F","1947-04-03","10000.00","2021-10-27","Paris","Seine (Paris)","France","75002"
11341,236,"RandyZeng","M","1942-02-18","20000.00","2020-04-11","Cheltenham","England","United Kingdom","GL50"
11342,191,"MarshallWang","M","1973-03-07","30000.00","2022-07-12","Boulogne-sur-Mer","Pas de Calais","France","62200"
11343,264,"ArthurCarlson","M","1975-03-09","10000.00","2020-04-04","Oxon","England","United Kingdom","OX16 8RS"
11344,262,"JessieJimenez","F","1963-01-21","10000.00","2020-05-13","Oxford","England","United Kingdom","OX1"
11345,224,"RobinRamos","F","1962-09-09","10000.00","2021-10-22","Tremblay-en-France","Seine Saint Denis","France","93290"
11346,196,"DeannaGutierrez","F","1966-05-18","10000.00","2021-10-01","Paris","Seine (Paris)","France","75007"
11347,156,"RoyNavarro","M","1972-06-17","10000.00","2022-03-16","Braunschweig","Nordrhein-Westfalen","Germany","38001"
11348,151,"ShawnRai","M","1961-03-21","10000.00","2022-03-31","Paderborn","Hamburg","Germany","33041"
11349,134,"MindyLuo","F","1965-08-30","10000.00","2023-01-13","München","Hessen","Germany","80074"
11350,265,"CaraZhou","F","1942-07-14","30000.00","2022-02-05","Peterborough","England","United Kingdom","PB12"
11351,253,"AnneRamos","F","1950-04-02","20000.00","2020-06-12","London","England","United Kingdom","W10 6BL"
11352,222,"RaymondRodriguez","M","1945-09-04","10000.00","2022-05-01","Pantin","Seine Saint Denis","France","93500"
11353,271,"CarrieOrtega","F","1946-12-09","30000.00","2020-06-12","Warrington","England","United Kingdom","WA1"
11354,119,"DeannaSuarez","F","1947-08-23","20000.00","2022-12-03","Grevenbroich","Bayern","Germany","41485"
11355,275,"RobertoGutierrez","M","1948-06-26","40000.00","2022-09-26","Wokingham","England","United Kingdom","RG41 1QW"
11356,6,"TerrenceCarson","M","1985-11-24","10000.00","2020-05-10","Lavender Bay","New South Wales","Australia","2060"
11357,21,"RamonYe","M","1984-09-19","10000.00","2020-06-18","Caloundra","Queensland","Australia","4551"
11358,2,"CynthiaMalhotra","F","1984-05-10","10000.00","2020-06-28","Coffs Harbour","New South Wales","Australia","2450"
11359,7,"JarrodPrasad","M","1984-03-03","10000.00","2020-06-13","Malabar","New South Wales","Australia","2036"
11360,26,"TyroneSerrano","M","1984-01-30","10000.00","2020-06-27","Rockhampton","Queensland","Australia","4700"
11361,10,"CindyRamos","F","1982-10-26","10000.00","2022-10-01","Newcastle","New South Wales","Australia","2300"
11362,33,"DamienShan","M","1983-05-11","10000.00","2022-03-29","Cranbourne","Victoria","Australia","3977"
11363,35,"JulianRoss","M","1983-04-19","10000.00","2020-06-08","Melbourne","Victoria","Australia","3000"
11364,34,"JenniferCollins","F","1985-03-22","10000.00","2020-06-07","Geelong","Victoria","Australia","3220"
11365,29,"BrittneySun","F","1984-12-06","10000.00","2020-05-31","Findon","South Australia","Australia","5023"
11366,37,"VirginiaPatel","F","1985-04-23","20000.00","2022-06-24","Seaford","Victoria","Australia","3198"
11367,12,"CalvinNara","M","1984-08-21","20000.00","2022-07-07","North Sydney","New South Wales","Australia","2055"
11368,26,"EdwardMiller","M","1984-05-24","10000.00","2020-06-24","Rockhampton","Queensland","Australia","4700"
11369,29,"AshleeTang","F","1984-02-01","20000.00","2022-07-05","Findon","South Australia","Australia","5023"
11370,38,"AliciaXu","F","1983-09-29","20000.00","2022-07-13","South Melbourne","Victoria","Australia","3205"
11371,26,"LaceyJai","F","1983-11-24","20000.00","2022-11-07","Rockhampton","Queensland","Australia","4700"
11372,20,"WendyRomero","F","1983-11-12","20000.00","2020-06-07","Brisbane","Queensland","Australia","4000"
11373,135,"CarlyLuo","F","1954-09-16","30000.00","2022-08-27","Salzgitter","Hessen","Germany","38231"
11374,162,"JimmyOrtega","M","1948-12-25","30000.00","2022-04-15","Werne","Nordrhein-Westfalen","Germany","59368"
11375,240,"FranciscoMartinez","M","1948-11-05","30000.00","2022-10-17","High Wycombe","England","United Kingdom","HP10 9QY"
11376,268,"LanceVazquez","M","1948-12-07","40000.00","2022-10-15","Liverpool","England","United Kingdom","L4 4HB"
11377,161,"DavidRobinett","M","1966-08-23","30000.00","2022-02-28","Solingen","Nordrhein-Westfalen","Germany","42651"
11378,184,"ShannonLiang","F","1965-11-19","10000.00","2021-10-17","Metz","Moselle","France","57000"
11379,214,"GaryVazquez","M","1976-05-13","10000.00","2021-10-02","Boulogne-Billancourt","Hauts de Seine","France","92100"
11380,175,"MitchellKumar","M","1964-08-29","20000.00","2020-10-11","Saarlouis","Saarland","Germany","66740"
11381,249,"MeredithRaman","F","1970-08-18","20000.00","2020-06-12","London","England","United Kingdom","SW1P 2NU"
11382,189,"EdwardPatterson","M","1974-07-15","20000.00","2021-11-03","Roubaix","Nord","France","59100"
11383,206,"MarieGill","F","1966-02-25","30000.00","2023-01-01","Roissy en Brie","Seine et Marne","France","77680"
11384,211,"TiffanyWang","F","1971-10-13","30000.00","2022-08-02","Les Ulis","Essonne","France","91940"
11385,279,"MiguelAllen","M","1971-08-08","30000.00","2022-07-06","York","England","United Kingdom","YO15"
11386,127,"JaclynCai","F","1971-11-02","30000.00","2022-11-02","Darmstadt","Hessen","Germany","64283"
11387,238,"MeganRamirez","F","1964-11-29","40000.00","2020-07-26","Gateshead","England","United Kingdom","GA10"
11388,279,"JosephMartin","M","1965-01-20","40000.00","2020-07-03","York","England","United Kingdom","YO15"
11389,130,"KarlShan","M","1981-04-20","10000.00","2022-11-17","Duesseldorf","Hessen","Germany","40605"
11390,208,"ChristineRaji","F","1976-04-17","10000.00","2022-11-07","Saint Germain en Laye","Yveline","France","78100"
11391,135,"LindsayXie","F","1976-06-25","10000.00","2022-10-26","Salzgitter","Hessen","Germany","38231"
11392,131,"WillieZhao","M","1981-02-03","10000.00","2022-03-29","Frankfurt","Hessen","Germany","60323"
11393,182,"KurtPal","M","1974-07-17","10000.00","2022-07-16","Saint Ouen","Loir et Cher","France","41100"
11394,259,"GeorgeMcDonald","M","1975-04-22","10000.00","2020-07-04","Milton Keynes","England","United Kingdom","MK8 8DF"
11395,118,"BethGutierrez","F","1976-04-16","30000.00","2020-11-14","Frankfurt","Bayern","Germany","91480"
